STOCK CODE,SUBCATEGORY NAME,SHORT DESCRIPTION,IMAGE,MANUFACTURER,MANUFACTURER SKU,DBP,RRP
NWG-WGVME141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME141.jpg,Watchguard,WGVME141,1070.00,1333.00
NWG-WGVME151,Subscriptions  Licensing,WatchGuard Application Control 1-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME151.jpg,Watchguard,WGVME151,1070.00,1333.00
NWG-WGVLG131,Subscriptions  Licensing,WatchGuard Intrusion Prevention Service 1-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG131.jpg,Watchguard,WGVLG131,2267.00,2876.00
NWG-WGVLG141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG141.jpg,Watchguard,WGVLG141,2267.00,2876.00
NWG-WGVXL121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for FireboxV XLarge,https://www.leadersystems.com.au/Images/NWG-WGVXL121.jpg,Watchguard,WGVXL121,4521.00,5736.00
NWG-WGM57331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox M570,https://www.leadersystems.com.au/Images/NWG-WGM57331.jpg,Watchguard,WGM57331,5205.00,6484.00
NWG-WGM57261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox M570,https://www.leadersystems.com.au/Images/NWG-WGM57261.jpg,Watchguard,WGM57261,2052.00,2557.00
NWG-WGM67331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox M670,https://www.leadersystems.com.au/Images/NWG-WGM67331.jpg,Watchguard,WGM67331,7219.00,8994.00
NWG-WGWFC231,Subscriptions  Licensing,"WatchGuard 1-yr Total Wi-Fi Renewal/Upgrade, 1 AP",https://www.leadersystems.com.au/Images/NWG-WGWFC231.jpg,Watchguard,WGWFC231,255.00,318.00
NWG-WGT16181,Subscriptions  Licensing,WatchGuard Network Discovery 1-yr for Firebox T15-W,https://www.leadersystems.com.au/Images/NWG-WGT16181.jpg,Watchguard,WGT16181,174.00,217.00
NWG-MSS019524,Subscriptions  Licensing,WatchGuard MSSP 100 Pre Pay Points,https://www.leadersystems.com.au/Images/NWG-MSS019524.jpg,Watchguard,MSS019524,124.00,158.00
NWG-WG460171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460171.jpg,Watchguard,WG460171,4998.00,6341.00
NWG-MSS019529,Subscriptions  Licensing,WatchGuard MSSP 5000 Pre Pay Points,https://www.leadersystems.com.au/Images/NWG-MSS019529.jpg,Watchguard,MSS019529,6218.00,7858.00
NWG-WG460151,Subscriptions  Licensing,WatchGuard Application Control 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460151.jpg,Watchguard,WG460151,4546.00,5768.00
NWG-WG561151,Subscriptions  Licensing,WatchGuard Application Control 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561151.jpg,Watchguard,WG561151,11507.00,14599.00
NWG-WG561171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561171.jpg,Watchguard,WG561171,12659.00,16060.00
NWG-WGMRA501,Firewalls  Network Security,WatchGuard Dimension Command 1-yr for Mid-Range Appliance,https://www.leadersystems.com.au/Images/NWG-WGMRA501.jpg,Watchguard,WGMRA501,286.00,357.00
NWG-WGCSM333,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM333.jpg,Watchguard,WGCSM333,2176.00,2712.00
NWG-WGCSM201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM201.jpg,Watchguard,WGCSM201,303.00,379.00
NWG-WGCME333,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox Cloud Medium,https://www.leadersystems.com.au/Images/NWG-WGCME333.jpg,Watchguard,WGCME333,5080.00,6329.00
NWG-WGCME643,Firewalls  Network Security,WatchGuard Firebox Cloud Medium with 3-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCME643.jpg,Watchguard,WGCME643,12443.00,16849.00
NWG-WGCME641,Firewalls  Network Security,WatchGuard Firebox Cloud Medium with 1-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCME641.jpg,Watchguard,WGCME641,6819.00,9234.00
NWG-WGCLG673,Firewalls  Network Security,Trade up to WatchGuard Firebox Cloud Large with 3-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCLG673.jpg,Watchguard,WGCLG673,24255.00,33448.00
NWG-WGCLG033,Firewalls  Network Security,WatchGuard Firebox Cloud Large with 3-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCLG033.jpg,Watchguard,WGCLG033,15048.00,20751.00
NWG-WGCXL031,Firewalls  Network Security,WatchGuard Firebox Cloud XLarge with 1-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCXL031.jpg,Watchguard,WGCXL031,18740.00,25843.00
NWG-WGCXL003,Firewalls  Network Security,WatchGuard Firebox Cloud XLarge with 3-yr Standard Support - Only available to WGOne Silver/Gold Partners,https://www.leadersystems.com.au/Images/NWG-WGCXL003.jpg,Watchguard,WGCXL003,17572.00,24232.00
NWG-WGVLG643,Firewalls  Network Security,WatchGuard FireboxV Large with 3-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGVLG643.jpg,Watchguard,WGVLG643,26529.00,36583.00
NWG-WGVLG671,Firewalls  Network Security,Trade up to WatchGuard FireboxV Large with 1-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGVLG671.jpg,Watchguard,WGVLG671,12262.00,16909.00
NWG-WG560181,Subscriptions  Licensing,WatchGuard Network Discovery 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG560181.jpg,Watchguard,WG560181,11507.00,14599.00
NWG-WGCSM171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM171.jpg,Watchguard,WGCSM171,460.00,574.00
NWG-WGCSM151,Subscriptions  Licensing,WatchGuard Application Control 1-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM151.jpg,Watchguard,WGCSM151,460.00,574.00
NWG-WGCME263,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox Cloud Medium,https://www.leadersystems.com.au/Images/NWG-WGCME263.jpg,Watchguard,WGCME263,2462.00,3068.00
NWG-WGCLG353,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG353.jpg,Watchguard,WGCLG353,22958.00,29127.00
NWG-WG460101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460101.jpg,Watchguard,WG460101,4546.00,5768.00
NWG-WG460121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460121.jpg,Watchguard,WG460121,4546.00,5768.00
NWG-WG460141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460141.jpg,Watchguard,WG460141,4546.00,5768.00
NWG-MSS019530,Subscriptions  Licensing,WatchGuard MSSP 50000 Pre Pay Points,https://www.leadersystems.com.au/Images/NWG-MSS019530.jpg,Watchguard,MSS019530,62292.00,93079.00
NWG-WG460111,Email Security,WatchGuard spamBlocker 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460111.jpg,Watchguard,WG460111,4546.00,5768.00
NWG-WGVXL033,Firewalls  Network Security,WatchGuard FireboxV XLarge with 3-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGVXL033.jpg,Watchguard,WGVXL033,30016.00,41392.00
NWG-WG460131,Subscriptions  Licensing,WatchGuard Intrusion Prevention Service 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460131.jpg,Watchguard,WG460131,4546.00,5768.00
NWG-WG561101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561101.jpg,Watchguard,WG561101,11507.00,14599.00
NWG-WG561261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561261.jpg,Watchguard,WG561261,11408.00,14473.00
NWG-WG561111,Email Security,WatchGuard spamBlocker 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561111.jpg,Watchguard,WG561111,11507.00,14599.00
NWG-WG460331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460331.jpg,Watchguard,WG460331,10708.00,13585.00
NWG-WG561201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561201.jpg,Watchguard,WG561201,8893.00,11283.00
NWG-WGCME331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Medium,https://www.leadersystems.com.au/Images/NWG-WGCME331.jpg,Watchguard,WGCME331,2183.00,2720.00
NWG-WGCLG331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG331.jpg,Watchguard,WGCLG331,4651.00,5901.00
NWG-WGCLG203,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG203.jpg,Watchguard,WGCLG203,3555.00,4510.00
NWG-WGCXL351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox Cloud XLarge,https://www.leadersystems.com.au/Images/NWG-WGCXL351.jpg,Watchguard,WGCXL351,19682.00,24970.00
NWG-WGCXL203,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox Cloud XLarge,https://www.leadersystems.com.au/Images/NWG-WGCXL203.jpg,Watchguard,WGCXL203,7079.00,8981.00
NWG-WGVSM351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for FireboxV Small,https://www.leadersystems.com.au/Images/NWG-WGVSM351.jpg,Watchguard,WGVSM351,1990.00,2479.00
NWG-WGVSM333,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for FireboxV Small,https://www.leadersystems.com.au/Images/NWG-WGVSM333.jpg,Watchguard,WGVSM333,2176.00,2712.00
NWG-WGVME353,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME353.jpg,Watchguard,WGVME353,10764.00,13410.00
NWG-WG561121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561121.jpg,Watchguard,WG561121,11507.00,14599.00
NWG-WGM44181,Subscriptions  Licensing,WatchGuard Network Discovery 1-yr for Firebox M440,https://www.leadersystems.com.au/Images/NWG-WGM44181.jpg,Watchguard,WGM44181,2366.00,3002.00
NWG-WGCLG261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG261.jpg,Watchguard,WGCLG261,2254.00,2860.00
NWG-WGCLG131,Subscriptions  Licensing,WatchGuard Intrusion Prevention Service 1-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG131.jpg,Watchguard,WGCLG131,2267.00,2876.00
NWG-WGCXL173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for Firebox Cloud XLarge,https://www.leadersystems.com.au/Images/NWG-WGCXL173.jpg,Watchguard,WGCXL173,10863.00,13782.00
NWG-WGCXL141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for Firebox Cloud XLarge,https://www.leadersystems.com.au/Images/NWG-WGCXL141.jpg,Watchguard,WGCXL141,4521.00,5736.00
NWG-WGVSM201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for FireboxV Small,https://www.leadersystems.com.au/Images/NWG-WGVSM201.jpg,Watchguard,WGVSM201,303.00,379.00
NWG-WGVSM141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for FireboxV Small,https://www.leadersystems.com.au/Images/NWG-WGVSM141.jpg,Watchguard,WGVSM141,460.00,574.00
NWG-WGVME203,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME203.jpg,Watchguard,WGVME203,1667.00,2077.00
NWG-WGVLG331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG331.jpg,Watchguard,WGVLG331,4385.00,5563.00
NWG-WGCME523,Subscriptions  Licensing,WatchGuard Cloud 1-month data retention for Firebox Cloud Medium - 3-yr,https://www.leadersystems.com.au/Images/NWG-WGCME523.jpg,Watchguard,WGCME523,3202.00,3990.00
NWG-WGCME521,Subscriptions  Licensing,WatchGuard Cloud 1-month data retention for Firebox Cloud Medium - 1-yr,https://www.leadersystems.com.au/Images/NWG-WGCME521.jpg,Watchguard,WGCME521,1070.00,1333.00
NWG-WGM57521,Subscriptions  Licensing,WatchGuard Cloud 1-month data retention for M570 - 1-yr,https://www.leadersystems.com.au/Images/NWG-WGM57521.jpg,Watchguard,WGM57521,2071.00,2580.00
NWG-MSS019526,Subscriptions  Licensing,WatchGuard MSSP 10000 Pre Pay Points,https://www.leadersystems.com.au/Images/NWG-MSS019526.jpg,Watchguard,MSS019526,12437.00,15715.00
NWG-MSS019525,Subscriptions  Licensing,WatchGuard MSSP 1000 Pre Pay Points,https://www.leadersystems.com.au/Images/NWG-MSS019525.jpg,Watchguard,MSS019525,1244.00,1572.00
NWG-WG460201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460201.jpg,Watchguard,WG460201,3512.00,4455.00
NWG-WG460261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460261.jpg,Watchguard,WG460261,4509.00,5720.00
NWG-WG561141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561141.jpg,Watchguard,WG561141,11507.00,14599.00
NWG-WG561301,Subscriptions  Licensing,WatchGuard NGFW Suite Renewal/Upgrade 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561301.jpg,Watchguard,WG561301,18704.00,23729.00
NWG-WGVLG151,Subscriptions  Licensing,WatchGuard Application Control 1-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG151.jpg,Watchguard,WGVLG151,2267.00,2876.00
NWG-WGVXL171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for FireboxV XLarge,https://www.leadersystems.com.au/Images/NWG-WGVXL171.jpg,Watchguard,WGVXL171,4521.00,5736.00
NWG-WGVXL141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for FireboxV XLarge,https://www.leadersystems.com.au/Images/NWG-WGVXL141.jpg,Watchguard,WGVXL141,4521.00,5736.00
NWG-WGM37131,Subscriptions  Licensing,WatchGuard Intrusion Prevention Service 1-yr for Firebox M370,https://www.leadersystems.com.au/Images/NWG-WGM37131.jpg,Watchguard,WGM37131,821.00,1023.00
NWG-WGM47331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for M470,https://www.leadersystems.com.au/Images/NWG-WGM47331.jpg,Watchguard,WGM47331,3364.00,4191.00
NWG-WG561331,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561331.jpg,Watchguard,WG561331,27120.00,34407.00
NWG-WG460181,Subscriptions  Licensing,WatchGuard Network Discovery 1-yr for Firebox M4600,https://www.leadersystems.com.au/Images/NWG-WG460181.jpg,Watchguard,WG460181,4546.00,5768.00
NWG-WGM57141,Subscriptions  Licensing,WatchGuard Reputation Enabled Defense 1-yr for Firebox M570,https://www.leadersystems.com.au/Images/NWG-WGM57141.jpg,Watchguard,WGM57141,2071.00,2580.00
NWG-WGM67131,Subscriptions  Licensing,WatchGuard Intrusion Prevention Service 1-yr for Firebox M670,https://www.leadersystems.com.au/Images/NWG-WGM67131.jpg,Watchguard,WGM67131,2873.00,3579.00
NWG-WGCSM121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM121.jpg,Watchguard,WGCSM121,460.00,574.00
NWG-WGCME121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for Firebox Cloud Medium,https://www.leadersystems.com.au/Images/NWG-WGCME121.jpg,Watchguard,WGCME121,1070.00,1333.00
NWG-WGCLG171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG171.jpg,Watchguard,WGCLG171,2267.00,2876.00
NWG-WGCLG121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG121.jpg,Watchguard,WGCLG121,2267.00,2876.00
NWG-WGCXL171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox Cloud XLarge,https://www.leadersystems.com.au/Images/NWG-WGCXL171.jpg,Watchguard,WGCXL171,4521.00,5736.00
NWG-WGVSM171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for FireboxV Small,https://www.leadersystems.com.au/Images/NWG-WGVSM171.jpg,Watchguard,WGVSM171,458.00,582.00
NWG-WGVME261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME261.jpg,Watchguard,WGVME261,1055.00,1314.00
NWG-WGVME171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME171.jpg,Watchguard,WGVME171,1065.00,1352.00
NWG-WGVLG201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG201.jpg,Watchguard,WGVLG201,1437.00,1823.00
NWG-WGMRA503,Firewalls  Network Security,WatchGuard Dimension Command 3-yr for Mid-Range Appliance,https://www.leadersystems.com.au/Images/NWG-WGMRA503.jpg,Watchguard,WGMRA503,616.00,767.00
NWG-WGCSM351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM351.jpg,Watchguard,WGCSM351,1990.00,2479.00
NWG-WGCSM263,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM263.jpg,Watchguard,WGCSM263,1056.00,1316.00
NWG-WGCSM173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM173.jpg,Watchguard,WGCSM173,1094.00,1364.00
NWG-WGCME131,Subscriptions  Licensing,WatchGuard Intrusion Prevention Service 1-yr for Firebox Cloud Medium,https://www.leadersystems.com.au/Images/NWG-WGCME131.jpg,Watchguard,WGCME131,1070.00,1333.00
NWG-WGCME151,Subscriptions  Licensing,WatchGuard Application Control 1-yr for Firebox Cloud Medium,https://www.leadersystems.com.au/Images/NWG-WGCME151.jpg,Watchguard,WGCME151,1070.00,1333.00
NWG-WGCLG263,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG263.jpg,Watchguard,WGCLG263,5239.00,6648.00
NWG-WGCLG173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG173.jpg,Watchguard,WGCLG173,5450.00,6915.00
NWG-WGVME351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME351.jpg,Watchguard,WGVME351,4633.00,5772.00
NWG-WGVME131,Subscriptions  Licensing,WatchGuard Intrusion Prevention Service 1-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME131.jpg,Watchguard,WGVME131,1070.00,1333.00
NWG-WGVME181,Subscriptions  Licensing,WatchGuard Network Discovery 1-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME181.jpg,Watchguard,WGVME181,1070.00,1333.00
NWG-WGVLG111,Email Security,WatchGuard spamBlocker 1-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG111.jpg,Watchguard,WGVLG111,2267.00,2876.00
NWG-WGVLG121,Subscriptions  Licensing,WatchGuard Gateway AntiVirus 1-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG121.jpg,Watchguard,WGVLG121,2267.00,2876.00
NWG-WGVXL101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for FireboxV XLarge,https://www.leadersystems.com.au/Images/NWG-WGVXL101.jpg,Watchguard,WGVXL101,4521.00,5736.00
NWG-WGVXL111,Email Security,WatchGuard spamBlocker 1-yr for FireboxV XLarge,https://www.leadersystems.com.au/Images/NWG-WGVXL111.jpg,Watchguard,WGVXL111,4521.00,5736.00
NWG-WGM47261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox M470,https://www.leadersystems.com.au/Images/NWG-WGM47261.jpg,Watchguard,WGM47261,1318.00,1643.00
NWG-WGCSM101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM101.jpg,Watchguard,WGCSM101,460.00,574.00
NWG-WGCME101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox Cloud Medium,https://www.leadersystems.com.au/Images/NWG-WGCME101.jpg,Watchguard,WGCME101,1070.00,1333.00
NWG-WGCLG101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG101.jpg,Watchguard,WGCLG101,2267.00,2876.00
NWG-WGCXL101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox Cloud XLarge,https://www.leadersystems.com.au/Images/NWG-WGCXL101.jpg,Watchguard,WGCXL101,4521.00,5736.00
NWG-WGVSM101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for FireboxV Small,https://www.leadersystems.com.au/Images/NWG-WGVSM101.jpg,Watchguard,WGVSM101,460.00,574.00
NWG-WGVME173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME173.jpg,Watchguard,WGVME173,2539.00,3222.00
NWG-WGVLG203,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG203.jpg,Watchguard,WGVLG203,3456.00,4385.00
